millis|humidity|temperatureDHT|temperatureBMP|pressure|altitude|temperatureRod
2754017|20.20|20.80|21.00|39257.00|7317.71|-12.81
2759826|20.00|20.80|21.00|39127.00|7341.06|-13.44
2765635|19.70|20.80|21.00|39030.00|7358.52|-13.81
2771442|19.50|20.80|20.90|38928.00|7376.93|-13.94
2777251|19.60|20.80|20.90|38843.00|7392.29|-13.94
2783060|19.80|20.70|20.90|38748.00|7409.50|-14.00
2788869|19.90|20.70|20.90|38658.00|7425.83|-14.00
2794676|20.10|20.70|20.80|38567.00|7442.37|-14.13
2800484|20.50|20.60|20.80|38481.00|7458.04|-14.31
2806292|20.70|20.60|20.80|38393.00|7474.10|-14.31
2812099|20.80|20.50|20.70|38304.00|7490.37|-14.25
2817907|20.70|20.50|20.70|38216.00|7506.49|-14.25
2823716|20.80|20.40|20.70|38129.00|7522.45|-14.31
2829524|21.00|20.40|20.60|38052.00|7536.60|-14.44
2835333|21.20|20.30|20.60|37953.00|7554.84|-14.31
2841141|21.10|20.30|20.50|37863.00|7571.45|-14.50
2846948|21.10|20.30|20.50|37781.00|7586.61|-14.56
2852758|21.30|20.30|20.50|37693.00|7602.91|-14.88
2858566|21.30|20.20|20.50|37606.00|7619.05|-14.94
2864374|21.30|20.20|20.40|37501.00|7638.57|-14.88
2870182|21.30|20.20|20.40|37394.00|7658.52|-14.88
2875991|21.20|20.10|20.40|37286.00|7678.69|-14.81
2881799|21.00|20.10|20.30|37186.00|7697.41|-14.81
2887607|20.90|20.00|20.30|37075.00|7718.25|-15.06
2893415|20.90|20.00|20.30|36983.00|7735.55|-15.25
2899222|21.00|19.90|20.20|36860.00|7758.74|-15.44
2905030|21.00|19.90|20.20|36757.00|7778.20|-15.75
2910840|21.30|19.90|20.20|36662.00|7796.20|-15.63
2916647|21.40|19.80|20.10|36562.00|7815.18|-15.69
2922456|21.30|19.80|20.10|36467.00|7833.25|-15.81
2928264|21.50|19.80|20.10|36372.00|7851.36|-15.75
2934073|21.50|19.70|20.00|36277.00|7869.51|-15.94
2939882|21.50|19.70|20.00|36184.00|7887.31|-16.25
2945690|21.60|19.70|19.90|36079.00|7907.45|-16.69
2951497|21.60|19.60|19.90|35927.00|7936.70|-16.94
2957306|21.20|19.60|19.90|35783.00|7964.50|-17.44
2963116|21.00|19.50|19.90|35717.00|7977.27|-17.87
2968926|20.80|19.50|19.80|35622.00|7995.69|-17.81
2974734|20.70|19.50|19.80|35530.00|8013.56|-18.00
2980541|20.70|19.50|19.70|35448.00|8029.52|-17.94
2986349|21.00|19.30|19.70|35375.00|8043.76|-17.75
2992158|21.00|19.30|19.70|35286.00|8061.14|-17.81
2997966|21.00|19.30|19.70|35188.00|8080.33|-18.00
3003773|21.20|19.30|19.60|35027.00|8111.95|-18.25
3009583|21.20|19.20|19.60|34869.00|8143.09|-18.25
3015391|21.20|19.20|19.50|34754.00|8165.83|-18.31
3021198|21.10|19.20|19.50|34654.00|8185.65|-18.44
3027007|21.00|19.10|19.50|34567.00|8202.93|-18.62
3032815|21.00|19.10|19.40|34500.00|8216.27|-18.81
3038624|21.20|19.00|19.40|34404.00|8235.41|-18.62
3044433|21.20|19.00|19.40|34306.00|8254.99|-18.94
3050242|21.20|19.00|19.30|34224.00|8271.42|-19.12
3056049|21.30|18.90|19.30|34132.00|8289.88|-19.44
3061857|21.40|18.90|19.30|34046.00|8307.17|-19.69
3067665|21.50|18.80|19.20|33959.00|8324.71|-20.06
3073474|21.70|18.80|19.20|33877.00|8341.26|-20.19
3079283|21.80|18.70|19.20|33780.00|8360.89|-20.31
3085092|21.80|18.70|19.10|33710.00|8375.09|-20.12
3090902|21.70|18.70|19.10|33590.00|8399.47|-20.25
3096711|21.60|18.70|19.10|33499.00|8418.02|-20.44
3102519|21.50|18.60|19.00|33410.00|8436.19|-20.62
3108327|21.70|18.60|19.00|33318.00|8455.02|-20.44
3114134|21.60|18.50|18.90|33216.00|8475.94|-20.50
3119943|21.60|18.50|18.90|33137.00|8492.18|-20.62
3125752|21.70|18.40|18.90|33051.00|8509.89|-20.50
3131560|21.70|18.40|18.80|32975.00|8525.58|-20.69
3137369|21.90|18.30|18.80|32891.00|8542.95|-21.00
3143178|22.00|18.30|18.80|32819.00|8557.87|-21.12
3148992|22.10|18.30|18.70|32737.00|8574.89|-21.37
3154800|22.20|18.20|18.70|32660.00|8590.91|-21.50
3160608|22.00|18.20|18.70|32570.00|8609.67|-21.69
3166417|21.80|18.20|18.60|32488.00|8626.80|-22.00
3172227|21.90|18.10|18.60|32408.00|8643.54|-22.00
3178036|21.80|18.10|18.60|32318.00|8662.42|-22.31
3183845|21.90|18.00|18.50|32230.00|8680.92|-22.62
3189654|21.90|18.00|18.50|32155.00|8696.72|-22.94
3195463|22.10|17.90|18.40|32061.00|8716.56|-23.37
3201276|22.10|17.90|18.40|31971.00|8735.61|-23.56
3207084|22.00|17.90|18.40|31872.00|8756.60|-23.87
3212892|21.90|17.90|18.30|31800.00|8771.91|-24.19
3218700|21.90|17.80|18.30|31706.00|8791.93|-24.44
3224509|21.80|17.80|18.30|31596.00|8815.42|-24.87
3230318|21.80|17.70|18.20|31513.00|8833.19|-25.25
3236127|21.90|17.70|18.20|31423.00|8852.50|-25.50
3241935|21.70|17.70|18.20|31348.00|8868.63|-25.75
3247744|21.80|17.60|18.10|31270.00|8885.43|-25.87
3253552|21.90|17.60|18.10|31195.00|8901.62|-25.81
3259361|21.70|17.50|18.00|31134.00|8914.82|-25.81
3265169|21.80|17.50|18.00|31041.00|8934.97|-25.56
3270977|21.80|17.50|18.00|30970.00|8950.39|-25.56
3276784|21.80|17.40|17.90|30893.00|8967.14|-25.81
3282592|21.90|17.30|17.90|30805.00|8986.33|-26.12
3288400|22.20|17.30|17.80|30746.00|8999.22|-26.19
3294209|22.20|17.30|17.80|30682.00|9013.22|-26.31
3300017|22.10|17.30|17.80|30603.00|9030.54|-26.12
3305825|22.10|17.20|17.70|30536.00|9045.26|-26.37
3311634|22.10|17.20|17.70|30456.00|9062.87|-26.56
3317443|22.10|17.20|17.70|30363.00|9083.38|-26.75
3323251|22.20|17.10|17.60|30298.00|9097.75|-27.06
3329060|22.20|17.00|17.60|30232.00|9112.37|-27.06
3334870|22.30|17.00|17.50|30169.00|9126.34|-27.12
3340679|22.30|16.90|17.50|30086.00|9144.79|-27.19
3346488|22.20|16.90|17.40|30034.00|9156.37|-27.19
3352297|22.00|16.90|17.40|29958.00|9173.32|-27.25
3358105|22.00|16.80|17.40|29891.00|9188.30|-27.31
3363913|22.20|16.80|17.30|29827.00|9202.62|-27.50
3369721|22.30|16.70|17.30|29757.00|9218.33|-27.62
3375531|22.40|16.70|17.20|29691.00|9233.16|-28.00
3381339|22.30|16.70|17.20|29627.00|9247.56|-28.12
3387147|22.30|16.60|17.20|29552.00|9264.48|-28.44
3392955|22.20|16.50|17.10|29478.00|9281.20|-28.56
3398763|22.30|16.50|17.10|29418.00|9294.79|-28.56
3404571|22.30|16.50|17.10|29338.00|9312.93|-28.19
3410379|22.00|16.40|17.00|29272.00|9327.94|-28.12
3416187|22.00|16.30|17.00|29209.00|9342.28|-28.19
3421996|22.00|16.30|16.90|29139.00|9358.25|-28.37
3427805|22.10|16.30|16.90|29076.00|9372.65|-28.50
3433615|22.10|16.30|16.90|28996.00|9390.97|-28.69
3439424|22.20|16.20|16.80|28935.00|9404.97|-28.75
3445233|22.40|16.20|16.80|28872.00|9419.45|-28.87
3451040|22.40|16.10|16.70|28784.00|9439.72|-29.19
3456849|22.50|16.10|16.70|28732.00|9451.72|-29.31
3462659|22.40|16.00|16.60|28660.00|9468.37|-29.25
3468467|22.40|16.00|16.60|28594.00|9483.66|-29.25
3474275|22.30|16.00|16.60|28529.00|9498.74|-29.44
3480083|22.40|15.90|16.50|28461.00|9514.55|-29.62
3485891|22.50|15.80|16.50|28390.00|9531.10|-29.69
3491700|22.40|15.80|16.40|28325.00|9546.27|-30.00
3497508|22.50|15.70|16.40|28256.00|9562.41|-30.06
3503316|22.40|15.70|16.40|28194.00|9576.94|-29.87
3509125|22.40|15.70|16.30|28117.00|9595.01|-29.87
3514933|22.40|15.60|16.30|28052.00|9610.30|-30.12
3520741|22.50|15.60|16.20|27975.00|9628.46|-30.19
3526548|22.50|15.50|16.20|27914.00|9642.87|-30.06
3532357|22.30|15.50|16.20|27846.00|9658.96|-30.25
3538164|22.40|15.40|16.10|27761.00|9679.12|-30.37
3543972|22.40|15.40|16.10|27701.00|9693.38|-30.56
3549782|22.40|15.30|16.00|27627.00|9711.01|-30.75
3555590|22.60|15.30|16.00|27574.00|9723.66|-30.69
3561399|22.50|15.30|15.90|27494.00|9742.78|-30.81
3567208|22.50|15.20|15.90|27410.00|9762.91|-31.00
3573017|22.50|15.20|15.90|27325.00|9783.33|-31.06
3578826|22.60|15.10|15.80|27248.00|9801.88|-31.06
3584634|22.70|15.10|15.80|27171.00|9820.46|-31.19
3590443|22.70|15.10|15.70|27098.00|9838.12|-31.25
3596251|22.60|15.00|15.70|27024.00|9856.06|-31.31
3602059|22.60|15.00|15.60|26954.00|9873.07|-31.44
3607868|22.50|14.90|15.60|26887.00|9889.39|-31.56
3613676|22.50|14.90|15.50|26804.00|9909.64|-31.94
3619484|22.60|14.80|15.50|26722.00|9929.70|-31.81
3625291|22.50|14.80|15.50|26623.00|9953.99|-32.06
3631099|22.50|14.70|15.40|26530.00|9976.87|-32.06
3636909|22.50|14.70|15.40|26450.00|9996.60|-31.75
3642718|22.30|14.60|15.40|26359.00|10019.11|-31.62
3648527|22.30|14.60|15.30|26280.00|10038.70|-31.50
3654336|22.40|14.60|15.30|26200.00|10058.58|-31.69
3660145|22.40|14.60|15.20|26129.00|10076.27|-32.00
3665955|22.30|14.50|15.20|26044.00|10097.50|-32.31
3671764|22.40|14.40|15.10|25972.00|10115.53|-32.56
3677574|22.40|14.30|15.10|25887.00|10136.86|-32.88
3683383|22.40|14.30|15.10|25817.00|10154.47|-33.00
3689192|22.30|14.30|15.00|25740.00|10173.89|-33.00
3695001|22.20|14.20|15.00|25660.00|10194.11|-33.38
3700809|22.30|14.20|14.90|25582.00|10213.88|-33.50
3706617|22.40|14.20|14.90|25485.00|10238.53|-33.94
3712425|22.50|14.20|14.90|25403.00|10259.43|-34.31
3718234|22.30|14.10|14.80|25321.00|10280.38|-34.44
3724044|21.90|14.00|14.80|25253.00|10297.80|-34.69
3729852|21.70|14.00|14.70|25163.00|10320.91|-34.94
3735660|21.70|14.00|14.70|25090.00|10339.70|-35.19
3741468|21.90|13.90|14.70|25028.00|10355.70|-35.50
3747276|21.90|13.90|14.60|24959.00|10373.54|-35.44
3753084|22.00|13.80|14.60|24882.00|10393.50|-35.81
3758892|22.00|13.80|14.50|24804.00|10413.77|-35.94
3764700|21.90|13.80|14.50|24726.00|10434.08|-35.81
3770508|21.90|13.70|14.50|24661.00|10451.06|-35.63
3776316|22.00|13.70|14.40|24586.00|10470.69|-35.44
3782126|22.10|13.70|14.40|24518.00|10488.52|-35.25
3787933|22.20|13.60|14.30|24442.00|10508.51|-35.50
3793741|22.40|13.50|14.30|24349.00|10533.03|-35.81
3799549|22.50|13.50|14.20|24266.00|10554.98|-36.00
3805359|22.50|13.40|14.20|24179.00|10578.05|-36.13
3811168|22.40|13.40|14.20|24094.00|10600.66|-36.25
3816977|22.40|13.30|14.10|24031.00|10617.46|-36.38
3822786|22.40|13.30|14.10|23953.00|10638.31|-36.75
3828594|22.50|13.30|14.00|23877.00|10658.67|-37.00
3834402|22.50|13.20|14.00|23793.00|10681.25|-37.25
3840211|22.50|13.20|14.00|23728.00|10698.76|-37.56
3846020|22.40|13.10|13.90|23630.00|10725.23|-37.88
3851827|22.60|13.10|13.90|23560.00|10744.19|-37.88
3857635|22.50|13.10|13.80|23499.00|10760.75|-37.81
3863444|22.50|13.00|13.80|23417.00|10783.07|-38.06
3869253|22.40|12.90|13.70|23358.00|10799.17|-38.00
3875061|22.30|12.90|13.70|23294.00|10816.67|-37.94
3880868|22.40|12.80|13.70|23215.00|10838.33|-37.88
3886678|22.40|12.80|13.60|23148.00|10856.74|-37.81
3892488|22.40|12.80|13.60|23074.00|10877.13|-37.69
3898297|22.40|12.80|13.50|23006.00|10895.91|-37.50
3904105|22.50|12.70|13.50|22942.00|10913.62|-37.75
3909913|22.70|12.70|13.50|22882.00|10930.27|-37.63
3915721|22.80|12.60|13.40|22809.00|10950.57|-37.56
3921529|22.70|12.60|13.40|22742.00|10969.25|-37.69
3927337|22.70|12.50|13.30|22677.00|10987.41|-37.75
3933146|22.70|12.50|13.30|22610.00|11006.18|-38.00
3938954|22.70|12.40|13.30|22548.00|11023.58|-38.25
3944762|22.60|12.40|13.20|22494.00|11038.77|-38.56
3950572|22.50|12.30|13.20|22425.00|11058.23|-38.56
3956381|22.40|12.30|13.10|22360.00|11076.60|-38.75
3962189|22.30|12.30|13.10|22307.00|11091.61|-39.06
3967997|22.30|12.20|13.00|22241.00|11110.34|-39.06
3973807|22.30|12.20|13.00|22183.00|11126.85|-39.06
3979615|22.20|12.20|12.90|22130.00|11141.95|-38.94
3985423|22.20|12.10|12.90|22074.00|11157.95|-39.13
3991231|22.30|12.00|12.90|22012.00|11175.70|-39.19
3997039|22.40|12.00|12.80|21939.00|11196.64|-39.19
4002847|22.30|12.00|12.80|21878.00|11214.19|-38.94
4008656|22.40|11.90|12.70|21827.00|11228.89|-38.75
4014465|22.50|11.90|12.70|21766.00|11246.52|-38.56
4020273|22.60|11.80|12.70|21702.00|11265.05|-38.50
4026081|22.60|11.80|12.60|21642.00|11282.46|-38.63
4031889|22.60|11.80|12.60|21573.00|11302.53|-38.69
4037697|22.50|11.80|12.50|21522.00|11317.40|-39.00
4043504|22.40|11.70|12.50|21464.00|11334.35|-39.00
4049312|22.40|11.60|12.40|21405.00|11351.62|-39.44
4055120|22.50|11.60|12.40|21352.00|11367.18|-39.75
4060930|22.50|11.50|12.30|21287.00|11386.29|-39.69
4066739|22.50|11.50|12.30|21224.00|11404.87|-39.56
4072547|22.50|11.40|12.30|21167.00|11421.71|-39.31
4078356|22.50|11.40|12.20|21120.00|11435.62|-39.50
4084165|22.40|11.40|12.20|21058.00|11454.02|-39.56
4089974|22.50|11.30|12.10|21003.00|11470.37|-39.50
4095782|22.50|11.30|12.10|20950.00|11486.17|-39.50
4101591|22.60|11.20|12.10|20900.00|11501.10|-39.50
4107398|22.60|11.20|12.00|20844.00|11517.85|-39.31
4113206|22.70|11.10|12.00|20788.00|11534.64|-39.38
4119014|22.70|11.10|11.90|20735.00|11550.57|-39.44
4124828|22.70|11.10|11.90|20677.00|11568.03|-39.31
4130637|22.70|11.00|11.90|20613.00|11587.35|-39.00
4136445|22.80|10.90|11.80|20556.00|11604.60|-38.88
4142254|22.80|10.90|11.80|20490.00|11624.62|-39.19
4148061|22.90|10.90|11.70|20449.00|11637.08|-39.25
4153869|22.90|10.80|11.70|20393.00|11654.13|-39.19
4159678|22.90|10.80|11.60|20344.00|11669.08|-39.25
4165487|23.10|10.80|11.60|20291.00|11685.29|-39.31
4171296|23.10|10.70|11.60|20231.00|11703.68|-39.50
4177104|23.10|10.70|11.50|20161.00|11725.19|-39.25
4182915|23.10|10.70|11.50|20101.00|11743.67|-39.38
4188724|23.00|10.60|11.50|20037.00|11763.44|-39.38
4194532|23.10|10.50|11.40|19980.00|11781.09|-39.25
4200350|23.10|10.50|11.40|19923.00|11798.77|-39.19
4206159|23.00|10.50|11.30|19861.00|11818.06|-39.06
4211969|23.00|10.40|11.30|19805.00|11835.52|-38.75
4217777|23.10|10.40|11.20|19750.00|11852.71|-38.63
4223586|23.20|10.30|11.20|19687.00|11872.45|-38.63
4229395|23.30|10.30|11.20|19645.00|11885.63|-38.75
4235205|23.30|10.30|11.10|19589.00|11903.25|-38.69
4241014|23.20|10.20|11.10|19526.00|11923.12|-38.69
4246823|23.10|10.20|11.00|19468.00|11941.46|-38.63
4252633|23.10|10.10|11.00|19418.00|11957.30|-38.38
4258442|23.10|10.10|11.00|19368.00|11973.18|-38.19
4264251|23.10|10.00|10.90|19302.00|11994.19|-38.06
4270060|23.10|10.00|10.90|19247.00|12011.74|-37.94
4275869|23.20|10.00|10.80|19191.00|12029.65|-37.94
4281678|23.20|9.90|10.80|19139.00|12046.32|-37.50
4287486|23.20|9.90|10.80|19092.00|12061.42|-37.25
4293296|23.20|9.80|10.70|19022.00|12083.96|-37.50
4299104|23.30|9.80|10.70|18976.00|12098.82|-37.63
4304911|23.40|9.80|10.70|18924.00|12115.64|-37.56
4310719|23.40|9.70|10.60|18870.00|12133.15|-37.13
4316528|23.50|9.70|10.60|18818.00|12150.05|-36.81
4322337|23.40|9.70|10.60|18769.00|12166.01|-36.56
4328146|23.50|9.60|10.50|18708.00|12185.93|-36.25
4333955|23.50|9.60|10.50|18655.00|12203.27|-36.25
4339763|23.40|9.60|10.40|18604.00|12220.00|-36.25
4345571|23.40|9.50|10.40|18534.00|12243.02|-36.31
4351380|23.40|9.50|10.40|18485.00|12259.18|-36.06
4357188|23.40|9.40|10.30|18438.00|12274.72|-36.00
4362996|23.50|9.40|10.30|18389.00|12290.94|-35.75
4368804|23.50|9.30|10.30|18345.00|12305.54|-35.63
4374611|23.50|9.30|10.20|18293.00|12322.83|-35.31
4380420|23.60|9.30|10.20|18249.00|12337.50|-35.44
4386229|23.60|9.30|10.20|18200.00|12353.86|-35.19
4392038|23.60|9.30|10.10|18156.00|12368.58|-35.06
4397847|23.60|9.20|10.10|18112.00|12383.33|-35.19
4403656|23.70|9.10|10.10|18075.00|12395.76|-35.19
4409466|23.70|9.10|10.00|18022.00|12413.60|-35.19
4415276|23.90|9.10|10.00|17987.00|12425.40|-35.31
4421085|23.90|9.00|10.00|17941.00|12440.94|-35.25
4426894|23.90|9.00|9.90|17897.00|12455.83|-35.13
4432702|23.90|9.00|9.90|17851.00|12471.44|-35.06
4438510|23.90|9.00|9.90|17810.00|12485.38|-35.00
4444317|24.00|8.90|9.80|17769.00|12499.33|-35.00
4450126|24.00|8.80|9.80|17731.00|12512.30|-34.81
4455936|24.00|8.80|9.80|17691.00|12525.97|-35.06
4461743|24.00|8.80|9.70|17653.00|12538.98|-35.19
4467552|24.00|8.80|9.70|17604.00|12555.79|-34.94
4473362|23.90|8.70|9.70|17567.00|12568.51|-34.88
4479171|23.90|8.70|9.60|17521.00|12584.34|-35.13
4484980|23.90|8.70|9.60|17476.00|12599.87|-35.13
4490789|23.90|8.60|9.60|17432.00|12615.09|-35.19
4496598|23.90|8.60|9.50|17380.00|12633.11|-35.38
4502406|23.90|8.60|9.50|17337.00|12648.05|-35.25
4508214|23.80|8.50|9.50|17299.00|12661.27|-35.50
4514021|23.90|8.50|9.40|17253.00|12677.31|-35.63
4519830|23.90|8.50|9.40|17210.00|12692.34|-35.44
4525639|23.90|8.40|9.40|17166.00|12707.75|-35.56
4531449|23.90|8.40|9.30|17116.00|12725.29|-35.38
4537259|24.00|8.40|9.30|17082.00|12737.24|-35.31
4543067|24.00|8.30|9.30|17026.00|12756.98|-35.44
4548874|24.00|8.30|9.30|16977.00|12774.29|-35.31
4554683|23.90|8.30|9.20|16942.00|12786.67|-35.31
4560492|23.90|8.30|9.20|16877.00|12809.74|-35.50
4566300|23.90|8.20|9.20|16828.00|12827.17|-35.38
4572107|23.80|8.20|9.10|16783.00|12843.21|-35.00
4577916|23.80|8.20|9.10|16742.00|12857.87|-34.81
4583726|23.80|8.10|9.10|16679.00|12880.43|-34.94
4589535|23.80|8.10|9.00|16641.00|12894.08|-34.94
4595344|23.90|8.00|9.00|16589.00|12912.79|-34.88
4601153|23.90|8.00|9.00|16537.00|12931.55|-35.00
4606961|24.00|8.00|9.00|16488.00|12949.28|-35.00
4612769|23.90|8.00|8.90|16445.00|12964.86|-34.88
4618577|24.00|8.00|8.90|16397.00|12982.31|-34.56
4624386|24.00|7.90|8.90|16354.00|12997.96|-34.63
4630194|24.00|7.90|8.80|16298.00|13018.40|-34.75
4636002|24.00|7.90|8.80|16247.00|13037.07|-34.50
4641810|24.10|7.90|8.80|16198.00|13055.05|-34.50
4647619|24.00|7.80|8.70|16158.00|13069.76|-34.31
4653427|24.10|7.80|8.70|16106.00|13088.93|-34.25
4659234|24.00|7.80|8.70|16054.00|13108.14|-34.50
4665043|24.10|7.70|8.70|16011.00|13124.07|-34.69
4670853|24.10|7.70|8.60|15959.00|13143.38|-34.50
4676662|24.20|7.70|8.60|15911.00|13161.25|-34.06
4682470|24.20|7.70|8.60|15871.00|13176.17|-34.06
4688278|24.30|7.60|8.60|15822.00|13194.50|-34.06
4694086|24.20|7.60|8.50|15778.00|13210.99|-34.25
4699894|24.20|7.60|8.50|15732.00|13228.27|-34.19
4705701|24.30|7.50|8.50|15690.00|13244.09|-33.94
4711512|24.20|7.50|8.40|15635.00|13264.85|-33.94
4717320|24.20|7.50|8.40|15586.00|13283.40|-33.88
4723128|24.10|7.40|8.40|15535.00|13302.75|-33.63
4728936|24.10|7.50|8.40|15492.00|13319.11|-33.44
4734744|24.10|7.40|8.30|15452.00|13334.36|-33.38
4740552|24.00|7.40|8.30|15383.00|13360.74|-33.25
4746360|24.00|7.30|8.20|15351.00|13373.01|-33.19
4752168|23.90|7.30|8.20|15305.00|13390.68|-33.19
4757977|23.90|7.30|8.20|15257.00|13409.17|-33.13
4763785|23.90|7.30|8.20|15215.00|13425.38|-33.13
4769594|24.00|7.20|8.20|15163.00|13445.51|-33.25
4775401|24.00|7.20|8.10|15130.00|13458.31|-33.44
4781209|23.90|7.20|8.10|15079.00|13478.13|-33.44
4787018|23.80|7.20|8.10|15033.00|13496.06|-33.50
4792827|23.90|7.20|8.00|14996.00|13510.52|-33.75
4798636|23.90|7.10|8.00|14952.00|13527.74|-33.81
4804444|24.00|7.10|8.00|14918.00|13541.08|-33.50
4810252|24.10|7.10|8.00|14877.00|13557.20|-33.44
4816059|24.10|7.00|7.90|14841.00|13571.38|-33.38
4821868|24.10|7.00|7.90|14790.00|13591.52|-33.38
4827677|24.10|7.00|7.90|14761.00|13603.00|-33.31
4833486|24.10|7.00|7.90|14712.00|13622.43|-33.19
4839296|24.10|6.90|7.80|14669.00|13639.53|-33.06
4845104|24.10|6.90|7.80|14626.00|13656.67|-33.00
4850912|24.20|6.90|7.80|14592.00|13670.25|-33.19
4856719|24.20|6.90|7.80|14543.00|13689.86|-33.25
4862528|24.20|6.80|7.70|14512.00|13702.30|-33.44
4868337|24.30|6.80|7.70|14460.00|13723.21|-33.56
4874145|24.30|6.80|7.70|14417.00|13740.55|-33.63
4879953|24.40|6.80|7.70|14377.00|13756.72|-33.63
4885763|24.40|6.80|7.60|14332.00|13774.95|-33.69
4891570|24.40|6.80|7.60|14280.00|13796.07|-33.94
4897379|24.30|6.70|7.60|14237.00|13813.59|-33.88
4903188|24.30|6.70|7.50|14191.00|13832.37|-34.13
4908996|24.30|6.70|7.50|14152.00|13848.34|-34.31
4914804|24.30|6.70|7.50|14109.00|13865.98|-34.50
4920612|24.30|6.70|7.50|14065.00|13884.08|-34.69
4926419|24.30|6.60|7.40|14020.00|13902.64|-34.81
4932229|24.30|6.60|7.50|13973.00|13922.07|-34.69
4938038|24.20|6.60|7.40|13923.00|13942.80|-34.88
4943846|24.30|6.50|7.40|13881.00|13960.27|-35.00
4949655|24.30|6.50|7.40|13835.00|13979.44|-35.19
4955462|24.30|6.50|7.30|13801.00|13993.65|-35.25
4961271|24.30|6.50|7.30|13752.00|14014.17|-35.63
4967080|24.30|6.50|7.30|13709.00|14032.23|-35.63
4972889|24.30|6.40|7.30|13672.00|14047.81|-35.31
4978697|24.30|6.40|7.20|13622.00|14068.91|-34.94
4984504|24.30|6.40|7.20|13581.00|14086.26|-35.13
4990313|24.30|6.40|7.20|13536.00|14105.35|-35.06
4996122|24.30|6.30|7.20|13499.00|14121.09|-35.13
5001930|24.30|6.30|7.10|13453.00|14140.70|-35.06
5007740|24.40|6.30|7.10|13407.00|14160.37|-34.69
5013550|24.40|6.20|7.10|13367.00|14177.52|-34.75
5019358|24.40|6.30|7.10|13319.00|14198.15|-35.00
5025166|24.40|6.20|7.00|13271.00|14218.84|-34.81
5030974|24.40|6.20|7.00|13237.00|14233.53|-34.75
5036781|24.40|6.20|7.00|13200.00|14249.56|-34.94
5042589|24.40|6.20|7.00|13148.00|14272.14|-35.06
5048398|24.50|6.20|6.90|13109.00|14289.13|-35.13
5054208|24.40|6.10|6.90|13071.00|14305.71|-35.13
5060017|24.40|6.10|6.90|13029.00|14324.09|-35.44
5065830|24.40|6.10|6.90|12987.00|14342.52|-35.63
5071638|24.40|6.00|6.90|12947.00|14360.12|-35.69
5077447|24.50|6.00|6.80|12909.00|14376.87|-35.56
5083255|24.50|6.00|6.80|12878.00|14390.57|-35.19
5089062|24.60|6.00|6.80|12846.00|14404.74|-34.88
5094872|24.60|6.00|6.80|12807.00|14422.05|-34.88
5100680|24.60|5.90|6.70|12764.00|14441.18|-34.81
5106488|24.60|5.90|6.70|12724.00|14459.03|-34.94
5112295|24.60|5.90|6.70|12692.00|14473.33|-34.94
5118104|24.50|5.90|6.70|12650.00|14492.16|-35.00
5123914|24.40|5.80|6.60|12619.00|14506.09|-34.94
5129723|24.50|5.80|6.60|12584.00|14521.84|-34.94
5135532|24.50|5.80|6.60|12547.00|14538.54|-35.06
5141340|24.50|5.80|6.60|12507.00|14556.63|-35.38
5147148|24.50|5.70|6.50|12468.00|14574.32|-35.50
5152955|24.60|5.70|6.50|12437.00|14588.41|-35.75
5158763|24.60|5.70|6.50|12405.00|14602.98|-35.88
5164572|24.60|5.70|6.50|12356.00|14625.36|-36.00
5170381|24.60|5.70|6.50|12322.00|14640.93|-36.00
5176189|24.60|5.70|6.40|12288.00|14656.54|-36.00
5181998|24.70|5.60|6.40|12257.00|14670.80|-36.00
5187805|24.70|5.60|6.40|12220.00|14687.85|-35.88
5193613|24.70|5.60|6.40|12196.00|14698.93|-35.94
5199420|24.70|5.60|6.30|12153.00|14718.84|-35.75
5205229|24.80|5.60|6.30|12126.00|14731.37|-35.88
5211037|24.80|5.50|6.30|12077.00|14754.16|-35.88
5216845|24.90|5.50|6.30|12054.00|14764.89|-36.00
5222652|24.90|5.50|6.20|12020.00|14780.77|-36.00
5228461|24.90|5.40|6.20|11984.00|14797.63|-36.13
5234269|24.90|5.40|6.20|11950.00|14813.59|-36.13
5240078|24.80|5.40|6.20|11907.00|14833.83|-36.19
5245888|24.80|5.40|6.20|11875.00|14848.93|-36.19
5251696|24.90|5.40|6.10|11835.00|14867.85|-36.25
5257504|24.90|5.30|6.10|11802.00|14883.50|-36.38
5263311|24.80|5.30|6.10|11773.00|14897.28|-36.50
5269120|24.90|5.30|6.10|11739.00|14913.47|-36.56
5274929|24.80|5.30|6.00|11702.00|14931.14|-36.25
5280737|24.80|5.30|6.00|11670.00|14946.45|-36.06
5286545|24.90|5.30|6.00|11634.00|14963.71|-35.81
5292352|25.00|5.30|6.00|11595.00|14982.47|-35.75
5298168|25.00|5.20|6.00|11563.00|14997.90|-35.56
5303979|25.00|5.20|5.90|11528.00|15014.81|-35.75
5309788|25.00|5.20|5.90|11487.00|15034.68|-35.88
5315596|25.00|5.20|5.90|11453.00|15051.20|-35.81
5321404|25.00|5.20|5.90|11421.00|15066.78|-35.75
5327212|25.00|5.10|5.80|11392.00|15080.93|-35.81
5333020|25.00|5.10|5.80|11352.00|15100.50|-35.88
5338827|25.00|5.00|5.80|11324.00|15114.23|-35.69
5344636|25.00|5.00|5.80|11287.00|15132.42|-35.44
5350446|25.00|5.00|5.70|11239.00|15156.09|-35.56
5356254|25.00|5.00|5.70|11208.00|15171.41|-35.56
5362063|25.00|5.00|5.70|11176.00|15187.27|-35.31
